#OTU	NSTI
13669	0.049297
13674	0.07455099999999999
13681	0.034723000000000004
13685	0.059403
13688	0.019005
13689	0.14341600000000002
13694	0.017568
13709	0.5025390000000001
13712	0.438445
13718	0.283599
13723	0.424928
13725	0.9064139999999999
13727	0.339538
13728	0.092852
13730	0.032432
13743	0.22085900000000003
13744	0.167574
13746	0.035731
13747	0.204463
13748	0.04687
13753	0.38902
13754	0.098357
13759	0.011132
13760	0.050746
13763	0.011927
13779	0.155173
13785	0.146653
13805	0.005431
13811	0.025906000000000002
13813	0.070799
13832	0.013912
13840	0.169449
13841	0.049749
13842	0.056638
13843	0.046921
13844	0.040602
13847	0.039675999999999996
13850	0.339433
13864	0.9153879999999999
13873	0.21909499999999998
13880	0.044142
13881	0.051009
13894	0.013841999999999998
13900	0.030102999999999998
13910	0.028116000000000002
13912	0.031356999999999996
13918	0.026739999999999996
13932	0.23438
13939	0.11513699999999999
13940	0.079346
13947	0.136234
13950	0.147173
13953	0.024073
13960	0.171942
13968	0.23867800000000003
13983	0.065414
13986	0.014877000000000001
13988	0.043829
13994	0.03456
13995	0.150482
13999	0.242995
14027	0.057680999999999996
14030	0.033821
14035	0.026123
14080	0.061789
14090	0.053786
14091	0.367184
14094	0.025908999999999998
14099	0.119697
14106	0.013072
14109	0.019369
14121	0.17013499999999998
14124	0.028576999999999998
14125	0.056372000000000005
14126	0.146848
14127	0.090577
14130	0.039381
14131	0.015536000000000001
14134	0.090075
14145	0.077821
14152	0.019004
14157	0.01184
14159	0.037955
14177	0.060134
14180	0.006999999999999999
14181	0.284094
14183	0.0073230000000000005
14199	0.004703
14200	0.020902
14204	0.052662
14205	0.008076
14250	0.054087
14251	0.089354
14258	0.30033899999999997
14265	0.026626999999999998
14266	0.089503
14270	0.013587
14274	0.014897
14275	0.170402
14276	0.018135
14277	0.031682999999999996
14279	0.035945
14280	0.027627999999999996
14281	0.19982
14283	0.018006
14284	0.026893
14285	0.022285
14286	0.023287000000000002
14287	0.013646
14288	0.017621
14289	0.013831999999999999
14292	0.422074
14293	0.212668
14295	0.212668
14302	0.019409
14304	0.108144
14306	0.106251
14311	0.24695999999999999
14343	0.208037
14348	0.011895999999999999
14358	0.028382
14374	0.021706
14375	0.030318
14392	0.018565
14393	0.317048
14396	0.141006
14397	0.048739
14405	0.030507999999999997
14416	0.018351
14437	0.071896
14457	0.009826
14465	0.053038999999999996
14475	0.029282
14476	0.017117
14492	0.088788
14500	0.02914
14505	0.022144
14507	0.018311
14535	0.006818
14554	0.009303
14559	0.086039
14562	0.12104000000000001
14583	0.004226
14592	0.071636
14593	0.064823
14595	0.032367
14613	0.026019999999999998
14615	0.03134
14632	0.025301
14633	0.052378999999999995
14637	0.020738999999999997
14642	0.068853
14643	0.023207
14652	0.113712
14659	0.016955
14686	0.0021579999999999998
14694	0.048304
14701	0.004588
14757	0.012508
14903	0.086414
14906	0.9153879999999999
14917	0.337911
14920	0.031436
14924	0.036174
14962	0.010192
14982	0.017795
14988	0.019013
14993	0.030447000000000002
15001	0.23052899999999998
15018	0.015569
15022	0.034275
15025	0.013165000000000001
15026	0.28115999999999997
15059	0.013527
15060	0.005981
15061	0.014311
15062	0.063825
15076	0.006405
15129	0.017573
15186	0.019366
15196	0.007881
15202	0.005365
15231	0.036647000000000006
15238	0.043567
15244	0.038942000000000004
15257	0.005333
15286	0.019625999999999998
15357	0.008087
15366	0.030386
15368	0.086221
15387	0.022341
15430	0.009395
15431	0.06118
15432	0.008763
15440	0.019528
15441	0.01629
15458	0.019829
15483	0.032667
15540	0.015086000000000002
15564	0.019371
15570	0.014209999999999999
15571	0.014236000000000002
15583	0.24131799999999998
15593	0.16397899999999999
15600	0.260885
15609	0.16397899999999999
15614	0.24131799999999998
15623	0.232633
15628	0.24131799999999998
15637	0.199875
15644	0.16397899999999999
15646	0.377567
15650	0.16397899999999999
15651	0.053105999999999993
15665	0.16397899999999999
15674	0.053671
15688	0.01103
15689	0.014606999999999998
15690	0.021957
15691	0.012539
15693	0.6001920000000001
15696	0.232633
15698	0.362989
15700	0.362989
15704	0.7132539999999999
15708	0.20641500000000002
15713	0.880598
15714	0.974327
15728	0.032455
15740	0.425364
15785	0.206427
15791	0.425364
15806	1.33703
15850	0.622988
15851	1.4199899999999999
15865	0.6668069999999999
15878	0.6437930000000001
15899	0.425364
15906	0.425364
15912	0.622988
15916	1.291485
15917	1.259309
15918	0.46793100000000004
15920	0.425364
15924	0.336221
15943	1.223004
15953	0.7047479999999999
15954	0.622988
15960	0.016821
15976	0.056869
15993	0.24791
16000	0.625937
16001	0.064861
16002	0.48539099999999996
16003	0.44104499999999996
16006	0.530029
16013	0.00632
16026	0.009481
16030	0.042183
16032	0.031994999999999996
16033	0.039902999999999994
16034	0.031527
16036	0.098678
16046	0.317923
16054	0.005469
16057	0.215114
16062	0.266988
16063	0.266988
16077	0.087895
16084	0.070439
16086	0.08179600000000001
16087	0.25319899999999995
16091	0.015519
16092	0.015246000000000001
16093	0.013684
16101	0.007256
16103	0.04847
16106	0.019643
16108	0.00447
16114	0.0033369999999999997
16115	0.019365
16121	0.0032600000000000003
16130	0.090712
16138	0.028422000000000003
16144	0.005643
16159	0.003469
16164	0.009575
16185	0.042825
16186	0.038909
16191	0.010988
16195	0.079196
16204	0.068608
16234	0.0114
16272	0.253388
16284	1.846482
16300	0.154394
16340	0.048039
16370	0.010892
16432	0.37206
16477	0.017341
16512	0.023819999999999997
16513	0.035975
16538	0.047093
16559	0.156691
16567	0.080248
16649	0.044610000000000004
16693	0.029205000000000002
16700	0.003699
16733	0.684942
16766	0.049191000000000006
16774	0.079016
16834	0.151643
16839	0.030909
16854	7.395716
16864	0.181446
16871	0.11517899999999999
16893	0.620218
16915	0.368616
16925	0.078099
16939	0.014178
16961	0.058275
17020	0.9153879999999999
17035	0.067227
17093	0.125586
17112	0.045993
17121	0.110306
17198	0.037295999999999996
17213	0.094843
17261	0.016715999999999998
17309	0.032885000000000005
17311	0.107675
17329	0.063946
17331	0.11914300000000001
17356	0.005148
17375	0.070312
17410	0.018351
17434	0.048820999999999996
17444	0.004686999999999999
17447	0.008073
17473	0.31197199999999997
17475	0.044524
17507	0.35435
17513	0.027395
17518	0.042637
17532	0.523352
17553	0.067714
17555	0.217667
17598	0.24791
17652	0.031415
17675	0.05033
17679	0.024253
17822	0.462221
17859	0.042029000000000004
17862	0.230814
17873	0.9153879999999999
17901	0.052062
17929	0.024981
17956	0.017221
17962	0.053902
17976	0.007427
17991	0.019280000000000002
18066	0.041828
18084	0.338408
18223	0.038447
18245	0.651347
18294	1.466451
18359	0.271992
18466	0.07778
18486	0.354598
18499	0.015939
18516	0.23063899999999998
18525	0.394689
18546	0.181531
18609	0.008678
18619	0.07119400000000001
18640	0.020284
18643	0.169897
18725	0.036482
18743	13.985372
18774	0.107353
18783	0.761225
18850	0.029592
18867	0.18002200000000002
18874	0.009458
18989	0.061089
19020	0.037473
19024	0.25659499999999996
19038	0.288407
19062	0.07986
19077	0.563295
19080	0.12419200000000001
19082	0.319206
19085	0.029845999999999998
19106	0.288679
19131	0.032817
19154	0.02126
19290	0.17519500000000002
19304	0.174459
19323	0.282222
19329	0.117532
19343	0.365465
19369	0.036397000000000006
19381	0.051887
19385	0.32862399999999997
19387	0.328677
19398	0.025377
19427	0.022241
19456	0.024038999999999998
19494	0.595235999999999
19540	0.037575
19611	0.266988
19636	0.016928
19806	0.09477200000000001
19837	0.23156300000000002
19846	0.481051
19873	0.151288
19930	0.182357
19964	0.206249
19992	0.328677
20029	0.019027000000000002
20151	0.025592
20204	0.158601
20221	0.125199
20266	0.340902
20269	0.197762
20321	0.022071
20333	0.090322
20352	0.18645
20378	0.034683
20395	0.271394
20421	0.213259
20428	0.089245
20438	0.19629000000000002
20439	0.049752
20449	0.073647
20456	0.046581
20475	0.027822000000000003
20504	0.018323
20534	0.065384
20571	0.239642
20680	0.079154
20720	0.026327999999999997
20758	0.38902
20777	0.027418
20793	0.25183
20799	0.124053
20814	0.082099
20957	0.037572
21005	0.095506
21132	0.050015
21195	0.075408
21203	0.005556
21210	0.03138
21214	0.066913
21240	0.08919500000000001
21306	0.201678
21324	0.07234299999999999
21368	0.021202000000000002
21369	0.028967000000000003
21380	0.031674
21434	0.246284
21464	0.069039
21495	0.38902
21532	0.025518
21605	0.018575
21652	0.337911
21751	0.042980000000000004
21795	0.072482
21796	0.050617
21848	0.027568000000000002
21850	0.054957000000000006
21860	0.9153879999999999
21881	0.111481
21943	0.071788
21967	0.013850999999999999
22051	0.782085
22061	0.13356400000000002
22095	0.819633000000001
22115	0.20578400000000002
22148	0.023175
22171	0.168259
22253	0.079225
22264	0.774875
22289	0.05340399999999999
22294	0.649586
22352	0.197941
22371	0.038994
22382	0.12551400000000001
22449	0.217667
22466	0.17160599999999998
22467	0.185636
22491	0.029705000000000002
22545	0.09399199999999999
22591	0.026295
22594	0.027686000000000002
22641	0.21633200000000002
22645	0.017457
